detection_value,reward,turn,episode,adversarial,functional,actions_taken,malware
0.9824011158976738,3.6300000000000003,1,1,0,1,[upx_pack],538ad7b2c755907819d182e09c3a7db9923151183cc9fa68ac75e7219b1b1485
0.9824011158976738,3.9600000000000004,2,1,0,1,[upx_pack; section_append],538ad7b2c755907819d182e09c3a7db9923151183cc9fa68ac75e7219b1b1485
0.9824011158976738,4.29,3,1,0,1,[upx_pack; section_append; section_append],538ad7b2c755907819d182e09c3a7db9923151183cc9fa68ac75e7219b1b1485
0.9824011158976738,4.62,4,1,0,1,[upx_pack; section_append; section_append; section_append],538ad7b2c755907819d182e09c3a7db9923151183cc9fa68ac75e7219b1b1485
0.9824011158976738,4.95,5,1,0,1,[upx_pack; section_append; section_append; section_append; section_append],538ad7b2c755907819d182e09c3a7db9923151183cc9fa68ac75e7219b1b1485
0.9824011158976738,5.28,6,1,0,1,[upx_pack; section_append; section_append; section_append; section_append; break_optional_header_checksum],538ad7b2c755907819d182e09c3a7db9923151183cc9fa68ac75e7219b1b1485
0.9824011158976738,5.61,7,1,0,1,[upx_pack; section_append; section_append; section_append; section_append; break_optional_header_checksum; section_append],538ad7b2c755907819d182e09c3a7db9923151183cc9fa68ac75e7219b1b1485
0.9824011158976738,5.94,8,1,0,1,[upx_pack; section_append; section_append; section_append; section_append; break_optional_header_checksum; section_append; remove_signature],538ad7b2c755907819d182e09c3a7db9923151183cc9fa68ac75e7219b1b1485
0.9824011158976738,6.2700000000000005,9,1,0,1,[upx_pack; section_append; section_append; section_append; section_append; break_optional_header_checksum; section_append; remove_signature; break_optional_header_checksum],538ad7b2c755907819d182e09c3a7db9923151183cc9fa68ac75e7219b1b1485
0.9824011158976738,6.6000000000000005,10,1,0,1,[upx_pack; section_append; section_append; section_append; section_append; break_optional_header_checksum; section_append; remove_signature; break_optional_header_checksum; section_append],538ad7b2c755907819d182e09c3a7db9923151183cc9fa68ac75e7219b1b1485
0.9872721145743298,3.6300000000000003,1,2,0,1,[remove_signature],75defdf3b42999c6b7c7f9c8a2870f02ef8e54db62ea10b6c1f60a0c38c4f837
0.9872721145743298,3.9600000000000004,2,2,0,1,[remove_signature; remove_signature],75defdf3b42999c6b7c7f9c8a2870f02ef8e54db62ea10b6c1f60a0c38c4f837
0.9872721145743298,4.29,3,2,0,1,[remove_signature; remove_signature; overlay_append],75defdf3b42999c6b7c7f9c8a2870f02ef8e54db62ea10b6c1f60a0c38c4f837
0.9872721145743298,4.62,4,2,0,1,[remove_signature; remove_signature; overlay_append; overlay_append],75defdf3b42999c6b7c7f9c8a2870f02ef8e54db62ea10b6c1f60a0c38c4f837
0.9872721145743298,4.95,5,2,0,1,[remove_signature; remove_signature; overlay_append; overlay_append; remove_debug],75defdf3b42999c6b7c7f9c8a2870f02ef8e54db62ea10b6c1f60a0c38c4f837
0.9872721145743298,5.28,6,2,0,1,[remove_signature; remove_signature; overlay_append; overlay_append; remove_debug; section_append],75defdf3b42999c6b7c7f9c8a2870f02ef8e54db62ea10b6c1f60a0c38c4f837
0.9872721145743298,5.61,7,2,0,1,[remove_signature; remove_signature; overlay_append; overlay_append; remove_debug; section_append; break_optional_header_checksum],75defdf3b42999c6b7c7f9c8a2870f02ef8e54db62ea10b6c1f60a0c38c4f837
0.9872721145743298,5.94,8,2,0,1,[remove_signature; remove_signature; overlay_append; overlay_append; remove_debug; section_append; break_optional_header_checksum; section_append],75defdf3b42999c6b7c7f9c8a2870f02ef8e54db62ea10b6c1f60a0c38c4f837
0.9872721145743298,6.2700000000000005,9,2,0,1,[remove_signature; remove_signature; overlay_append; overlay_append; remove_debug; section_append; break_optional_header_checksum; section_append; section_append],75defdf3b42999c6b7c7f9c8a2870f02ef8e54db62ea10b6c1f60a0c38c4f837
0.988089465600908,6.6000000000000005,10,2,0,1,[remove_signature; remove_signature; overlay_append; overlay_append; remove_debug; section_append; break_optional_header_checksum; section_append; section_append; imports_append],75defdf3b42999c6b7c7f9c8a2870f02ef8e54db62ea10b6c1f60a0c38c4f837
0.9948852455949665,3.6300000000000003,1,3,0,1,[section_append],24d1e513115c2bcbb01824db9196159c6c37435f2ca1609a2d21d48a5f327c36
0.9948852455949665,3.9600000000000004,2,3,0,1,[section_append; remove_debug],24d1e513115c2bcbb01824db9196159c6c37435f2ca1609a2d21d48a5f327c36
0.9948852455949665,4.29,3,3,0,1,[section_append; remove_debug; section_append],24d1e513115c2bcbb01824db9196159c6c37435f2ca1609a2d21d48a5f327c36
0.9948852455949665,4.62,4,3,0,1,[section_append; remove_debug; section_append; section_append],24d1e513115c2bcbb01824db9196159c6c37435f2ca1609a2d21d48a5f327c36
0.9948852455949665,4.95,5,3,0,1,[section_append; remove_debug; section_append; section_append; break_optional_header_checksum],24d1e513115c2bcbb01824db9196159c6c37435f2ca1609a2d21d48a5f327c36
0.9953693411830647,5.28,6,3,0,1,[section_append; remove_debug; section_append; section_append; break_optional_header_checksum; remove_signature],24d1e513115c2bcbb01824db9196159c6c37435f2ca1609a2d21d48a5f327c36
0.9910825490540978,2.31,7,3,0,0,[section_append; remove_debug; section_append; section_append; break_optional_header_checksum; remove_signature; section_add],24d1e513115c2bcbb01824db9196159c6c37435f2ca1609a2d21d48a5f327c36
0.9656626917301722,3.6300000000000003,1,4,0,1,[break_optional_header_checksum],913aa54fd3978d187dabbc52055ef1257943869b6dad1b47a806099f8d952f28
0.9656626917301722,3.9600000000000004,2,4,0,1,[break_optional_header_checksum; break_optional_header_checksum],913aa54fd3978d187dabbc52055ef1257943869b6dad1b47a806099f8d952f28
0.9656626917301722,4.29,3,4,0,1,[break_optional_header_checksum; break_optional_header_checksum; break_optional_header_checksum],913aa54fd3978d187dabbc52055ef1257943869b6dad1b47a806099f8d952f28
0.9586231379808169,4.62,4,4,0,1,[break_optional_header_checksum; break_optional_header_checksum; break_optional_header_checksum; remove_signature],913aa54fd3978d187dabbc52055ef1257943869b6dad1b47a806099f8d952f28
0.9586231379808169,4.95,5,4,0,1,[break_optional_header_checksum; break_optional_header_checksum; break_optional_header_checksum; remove_signature; remove_signature],913aa54fd3978d187dabbc52055ef1257943869b6dad1b47a806099f8d952f28
0.9586231379808169,5.28,6,4,0,1,[break_optional_header_checksum; break_optional_header_checksum; break_optional_header_checksum; remove_signature; remove_signature; section_append],913aa54fd3978d187dabbc52055ef1257943869b6dad1b47a806099f8d952f28
0.9586231379808169,5.61,7,4,0,1,[break_optional_header_checksum; break_optional_header_checksum; break_optional_header_checksum; remove_signature; remove_signature; section_append; remove_signature],913aa54fd3978d187dabbc52055ef1257943869b6dad1b47a806099f8d952f28
0.9586231379808169,5.94,8,4,0,1,[break_optional_header_checksum; break_optional_header_checksum; break_optional_header_checksum; remove_signature; remove_signature; section_append; remove_signature; section_append],913aa54fd3978d187dabbc52055ef1257943869b6dad1b47a806099f8d952f28
0.9586231379808169,6.2700000000000005,9,4,0,1,[break_optional_header_checksum; break_optional_header_checksum; break_optional_header_checksum; remove_signature; remove_signature; section_append; remove_signature; section_append; break_optional_header_checksum],913aa54fd3978d187dabbc52055ef1257943869b6dad1b47a806099f8d952f28
0.9586231379808169,6.6000000000000005,10,4,0,1,[break_optional_header_checksum; break_optional_header_checksum; break_optional_header_checksum; remove_signature; remove_signature; section_append; remove_signature; section_append; break_optional_header_checksum; upx_unpack],913aa54fd3978d187dabbc52055ef1257943869b6dad1b47a806099f8d952f28
