detection_value,reward,turn,episode,adversarial,functional,actions_taken,malware
0.9958948190763902,3.5200000000000005,1,1,0,1,[break_optional_header_checksum],4ac12f91fc92241c6a0d7abd22fd1fa547e06d79cec7f3e5e2e06f325e70d99b
0.9961914415284095,3.74,2,1,0,1,[break_optional_header_checksum; section_rename],4ac12f91fc92241c6a0d7abd22fd1fa547e06d79cec7f3e5e2e06f325e70d99b
0.9961914415284095,3.9600000000000004,3,1,0,1,[break_optional_header_checksum; section_rename; remove_signature],4ac12f91fc92241c6a0d7abd22fd1fa547e06d79cec7f3e5e2e06f325e70d99b
0.9961914415284095,4.180000000000001,4,1,0,1,[break_optional_header_checksum; section_rename; remove_signature; upx_unpack],4ac12f91fc92241c6a0d7abd22fd1fa547e06d79cec7f3e5e2e06f325e70d99b
0.9961914415284095,4.4,5,1,0,1,[break_optional_header_checksum; section_rename; remove_signature; upx_unpack; remove_debug],4ac12f91fc92241c6a0d7abd22fd1fa547e06d79cec7f3e5e2e06f325e70d99b
0.964926712825572,4.62,6,1,0,1,[break_optional_header_checksum; section_rename; remove_signature; upx_unpack; remove_debug; upx_pack],4ac12f91fc92241c6a0d7abd22fd1fa547e06d79cec7f3e5e2e06f325e70d99b
0.9978075064174856,4.84,7,1,0,1,[break_optional_header_checksum; section_rename; remove_signature; upx_unpack; remove_debug; upx_pack; upx_unpack],4ac12f91fc92241c6a0d7abd22fd1fa547e06d79cec7f3e5e2e06f325e70d99b
0.9978075064174856,5.0600000000000005,8,1,0,1,[break_optional_header_checksum; section_rename; remove_signature; upx_unpack; remove_debug; upx_pack; upx_unpack; section_append],4ac12f91fc92241c6a0d7abd22fd1fa547e06d79cec7f3e5e2e06f325e70d99b
0.9978075064174856,5.28,9,1,0,1,[break_optional_header_checksum; section_rename; remove_signature; upx_unpack; remove_debug; upx_pack; upx_unpack; section_append; upx_pack],4ac12f91fc92241c6a0d7abd22fd1fa547e06d79cec7f3e5e2e06f325e70d99b
0.9978075064174856,5.5,10,1,0,1,[break_optional_header_checksum; section_rename; remove_signature; upx_unpack; remove_debug; upx_pack; upx_unpack; section_append; upx_pack; remove_signature],4ac12f91fc92241c6a0d7abd22fd1fa547e06d79cec7f3e5e2e06f325e70d99b
0.9978075064174856,5.720000000000001,11,1,0,1,[break_optional_header_checksum; section_rename; remove_signature; upx_unpack; remove_debug; upx_pack; upx_unpack; section_append; upx_pack; remove_signature; upx_pack],4ac12f91fc92241c6a0d7abd22fd1fa547e06d79cec7f3e5e2e06f325e70d99b
0.9978075064174856,5.94,12,1,0,1,[break_optional_header_checksum; section_rename; remove_signature; upx_unpack; remove_debug; upx_pack; upx_unpack; section_append; upx_pack; remove_signature; upx_pack; upx_pack],4ac12f91fc92241c6a0d7abd22fd1fa547e06d79cec7f3e5e2e06f325e70d99b
0.9953296403104187,2.86,13,1,0,0,[break_optional_header_checksum; section_rename; remove_signature; upx_unpack; remove_debug; upx_pack; upx_unpack; section_append; upx_pack; remove_signature; upx_pack; upx_pack; section_add],4ac12f91fc92241c6a0d7abd22fd1fa547e06d79cec7f3e5e2e06f325e70d99b
0.9300715175175553,3.5200000000000005,1,2,0,1,[remove_debug],260683d9555e79992a736b787a257da2d4decec054df2a2466dc9801822c59f6
0.9372115601533465,3.74,2,2,0,1,[remove_debug; remove_signature],260683d9555e79992a736b787a257da2d4decec054df2a2466dc9801822c59f6
0.9372115601533465,3.9600000000000004,3,2,0,1,[remove_debug; remove_signature; upx_unpack],260683d9555e79992a736b787a257da2d4decec054df2a2466dc9801822c59f6
0.9372115601533465,4.180000000000001,4,2,0,1,[remove_debug; remove_signature; upx_unpack; remove_debug],260683d9555e79992a736b787a257da2d4decec054df2a2466dc9801822c59f6
0.9372115601533465,4.4,5,2,0,1,[remove_debug; remove_signature; upx_unpack; remove_debug; section_rename],260683d9555e79992a736b787a257da2d4decec054df2a2466dc9801822c59f6
0.9372115601533465,4.62,6,2,0,1,[remove_debug; remove_signature; upx_unpack; remove_debug; section_rename; section_append],260683d9555e79992a736b787a257da2d4decec054df2a2466dc9801822c59f6
0.9372115601533465,4.84,7,2,0,1,[remove_debug; remove_signature; upx_unpack; remove_debug; section_rename; section_append; remove_debug],260683d9555e79992a736b787a257da2d4decec054df2a2466dc9801822c59f6
0.7194080650639098,8.360000000000001,8,2,1,1,[remove_debug; remove_signature; upx_unpack; remove_debug; section_rename; section_append; remove_debug; upx_pack],260683d9555e79992a736b787a257da2d4decec054df2a2466dc9801822c59f6
0.98529078726185,0.22,1,3,0,0,[remove_signature],a7f2b29fe7fd6f2e4bac7e4475cb322ca7e30f1d7b98627dd0ebfb4f1062bf63
0.9785659733204449,0.22,1,4,0,0,[section_add],ea9b63d9382c0bb6f3a4456dc6a9b2490da8d71a2db42e418152ab274c02fc11
0.9953282640433544,3.5200000000000005,1,5,0,1,[remove_debug],1c46900fef6898cc8ed7f1733a700e7630eeeeb7043a31cd6e8451bb53a4d24a
0.9920802873922445,0.44,2,5,0,0,[remove_debug; section_add],1c46900fef6898cc8ed7f1733a700e7630eeeeb7043a31cd6e8451bb53a4d24a
0.9836861968659013,3.5200000000000005,1,6,0,1,[imports_append],46e25fd9b16ed17f12d92d6e4ece389b5c69706ff8088c14898b354ce64612e5
0.9836861968659013,3.74,2,6,0,1,[imports_append; remove_signature],46e25fd9b16ed17f12d92d6e4ece389b5c69706ff8088c14898b354ce64612e5
0.9836861968659013,3.9600000000000004,3,6,0,1,[imports_append; remove_signature; break_optional_header_checksum],46e25fd9b16ed17f12d92d6e4ece389b5c69706ff8088c14898b354ce64612e5
0.9836861968659013,4.180000000000001,4,6,0,1,[imports_append; remove_signature; break_optional_header_checksum; section_rename],46e25fd9b16ed17f12d92d6e4ece389b5c69706ff8088c14898b354ce64612e5
0.9836861968659013,4.4,5,6,0,1,[imports_append; remove_signature; break_optional_header_checksum; section_rename; remove_debug],46e25fd9b16ed17f12d92d6e4ece389b5c69706ff8088c14898b354ce64612e5
0.9780046436482013,4.62,6,6,0,1,[imports_append; remove_signature; break_optional_header_checksum; section_rename; remove_debug; imports_append],46e25fd9b16ed17f12d92d6e4ece389b5c69706ff8088c14898b354ce64612e5
0.980160373997169,4.84,7,6,0,1,[imports_append; remove_signature; break_optional_header_checksum; section_rename; remove_debug; imports_append; imports_append],46e25fd9b16ed17f12d92d6e4ece389b5c69706ff8088c14898b354ce64612e5
0.980160373997169,5.0600000000000005,8,6,0,1,[imports_append; remove_signature; break_optional_header_checksum; section_rename; remove_debug; imports_append; imports_append; remove_signature],46e25fd9b16ed17f12d92d6e4ece389b5c69706ff8088c14898b354ce64612e5
0.9753675555287694,1.98,9,6,0,0,[imports_append; remove_signature; break_optional_header_checksum; section_rename; remove_debug; imports_append; imports_append; remove_signature; section_add],46e25fd9b16ed17f12d92d6e4ece389b5c69706ff8088c14898b354ce64612e5
0.9959612961595794,3.5200000000000005,1,7,0,1,[remove_signature],0440719a18b0675e1269b6d6611e73fc229e60e3139a53853501d6e90cc1896b
0.9959612961595794,3.74,2,7,0,1,[remove_signature; upx_unpack],0440719a18b0675e1269b6d6611e73fc229e60e3139a53853501d6e90cc1896b
0.9959612961595794,3.9600000000000004,3,7,0,1,[remove_signature; upx_unpack; overlay_append],0440719a18b0675e1269b6d6611e73fc229e60e3139a53853501d6e90cc1896b
0.9952350210452453,4.180000000000001,4,7,0,1,[remove_signature; upx_unpack; overlay_append; section_rename],0440719a18b0675e1269b6d6611e73fc229e60e3139a53853501d6e90cc1896b
0.9952350210452453,4.4,5,7,0,1,[remove_signature; upx_unpack; overlay_append; section_rename; upx_unpack],0440719a18b0675e1269b6d6611e73fc229e60e3139a53853501d6e90cc1896b
0.9952350210452453,4.62,6,7,0,1,[remove_signature; upx_unpack; overlay_append; section_rename; upx_unpack; remove_debug],0440719a18b0675e1269b6d6611e73fc229e60e3139a53853501d6e90cc1896b
0.9952350210452453,4.84,7,7,0,1,[remove_signature; upx_unpack; overlay_append; section_rename; upx_unpack; remove_debug; remove_signature],0440719a18b0675e1269b6d6611e73fc229e60e3139a53853501d6e90cc1896b
0.9961679683115597,5.0600000000000005,8,7,0,1,[remove_signature; upx_unpack; overlay_append; section_rename; upx_unpack; remove_debug; remove_signature; section_rename],0440719a18b0675e1269b6d6611e73fc229e60e3139a53853501d6e90cc1896b
0.9947787309540863,5.28,9,7,0,1,[remove_signature; upx_unpack; overlay_append; section_rename; upx_unpack; remove_debug; remove_signature; section_rename; section_add],0440719a18b0675e1269b6d6611e73fc229e60e3139a53853501d6e90cc1896b
0.9947787309540863,5.5,10,7,0,1,[remove_signature; upx_unpack; overlay_append; section_rename; upx_unpack; remove_debug; remove_signature; section_rename; section_add; remove_signature],0440719a18b0675e1269b6d6611e73fc229e60e3139a53853501d6e90cc1896b
0.9947787309540863,5.720000000000001,11,7,0,1,[remove_signature; upx_unpack; overlay_append; section_rename; upx_unpack; remove_debug; remove_signature; section_rename; section_add; remove_signature; overlay_append],0440719a18b0675e1269b6d6611e73fc229e60e3139a53853501d6e90cc1896b
0.995574244245237,5.94,12,7,0,1,[remove_signature; upx_unpack; overlay_append; section_rename; upx_unpack; remove_debug; remove_signature; section_rename; section_add; remove_signature; overlay_append; section_rename],0440719a18b0675e1269b6d6611e73fc229e60e3139a53853501d6e90cc1896b
0.995574244245237,6.16,13,7,0,1,[remove_signature; upx_unpack; overlay_append; section_rename; upx_unpack; remove_debug; remove_signature; section_rename; section_add; remove_signature; overlay_append; section_rename; remove_signature],0440719a18b0675e1269b6d6611e73fc229e60e3139a53853501d6e90cc1896b
