detection_value,reward,turn,episode,adversarial,actions_taken,malware
0.9529492168165785,5.178909667136185,1,1,0,[remove_debug],afaa23659816b4bbefe37b512703c88dd60e2fe8620ffe447444b698fbe747d2
0.9529492168165785,5.678909667136185,2,1,0,[remove_debug; upx_unpack],afaa23659816b4bbefe37b512703c88dd60e2fe8620ffe447444b698fbe747d2
0.9529492168165785,6.179257172510935,3,1,0,[remove_debug; upx_unpack; break_optional_header_checksum],afaa23659816b4bbefe37b512703c88dd60e2fe8620ffe447444b698fbe747d2
0.9565351081402854,6.679720513010601,4,1,0,[remove_debug; upx_unpack; break_optional_header_checksum; remove_signature],afaa23659816b4bbefe37b512703c88dd60e2fe8620ffe447444b698fbe747d2
0.9565351081402854,7.179720513010601,5,1,0,[remove_debug; upx_unpack; break_optional_header_checksum; remove_signature; section_append],afaa23659816b4bbefe37b512703c88dd60e2fe8620ffe447444b698fbe747d2
0.9529492168165785,5.178909667136185,6,1,0,[remove_debug],afaa23659816b4bbefe37b512703c88dd60e2fe8620ffe447444b698fbe747d2
0.9529492168165785,5.678909667136185,7,1,0,[remove_debug; upx_pack],afaa23659816b4bbefe37b512703c88dd60e2fe8620ffe447444b698fbe747d2
0.9529492168165785,6.178909667136185,8,1,0,[remove_debug; upx_pack; section_append],afaa23659816b4bbefe37b512703c88dd60e2fe8620ffe447444b698fbe747d2
0.9529492168165785,5.343127733708949,9,1,0,[remove_debug; upx_pack; section_append; remove_debug],afaa23659816b4bbefe37b512703c88dd60e2fe8620ffe447444b698fbe747d2
0.9529492168165785,5.743127733708949,10,1,0,[remove_debug; upx_pack; section_append; remove_debug; upx_pack],afaa23659816b4bbefe37b512703c88dd60e2fe8620ffe447444b698fbe747d2
0.9966368883940182,4.5838623046875,1,2,0,[remove_debug],290112be54465015af39de5d801710c518fe5f8a5fb1c18d06a104517c9332e3
0.996965989396073,5.0838623046875,2,2,0,[remove_debug; overlay_append],290112be54465015af39de5d801710c518fe5f8a5fb1c18d06a104517c9332e3
0.9962247852538293,5.5037841796875,3,2,0,[remove_debug; overlay_append; section_add],290112be54465015af39de5d801710c518fe5f8a5fb1c18d06a104517c9332e3
0.9966368883940182,6.0850830078125,4,2,0,[remove_debug; overlay_append; section_add; section_append],290112be54465015af39de5d801710c518fe5f8a5fb1c18d06a104517c9332e3
0.996965989396073,5.2679687500000005,5,2,0,[remove_debug; overlay_append; section_add; section_append; overlay_append],290112be54465015af39de5d801710c518fe5f8a5fb1c18d06a104517c9332e3
0.9962247852538293,4.5037841796875,6,2,0,[section_add],290112be54465015af39de5d801710c518fe5f8a5fb1c18d06a104517c9332e3
0.9943626121170439,5.0869140625,7,2,0,[section_add; imports_append],290112be54465015af39de5d801710c518fe5f8a5fb1c18d06a104517c9332e3
0.9853123832698367,4.40537109375,8,2,0,[section_add; imports_append; section_add],290112be54465015af39de5d801710c518fe5f8a5fb1c18d06a104517c9332e3
0.9904766807287159,3.6060791015625,9,2,0,[section_add; imports_append; section_add; section_add],290112be54465015af39de5d801710c518fe5f8a5fb1c18d06a104517c9332e3
0.9904766807287159,3.9060791015625,10,2,0,[section_add; imports_append; section_add; section_add; remove_debug],290112be54465015af39de5d801710c518fe5f8a5fb1c18d06a104517c9332e3
