detection_value,reward,turn,episode,adversarial,actions_taken,malware
0.9967267520380837,4.735924353966346,1,1,0,[section_rename],94e8235adb8682609c635613b383ce0ee43c2bbfb48741cfc7fc837d9bd2266e
0.9967267520380837,5.235924353966346,2,1,0,[section_rename; upx_unpack],94e8235adb8682609c635613b383ce0ee43c2bbfb48741cfc7fc837d9bd2266e
0.9967267520380837,5.735924353966346,3,1,0,[section_rename; upx_unpack; remove_debug],94e8235adb8682609c635613b383ce0ee43c2bbfb48741cfc7fc837d9bd2266e
0.9947101459273356,6.239797738882212,4,1,0,[section_rename; upx_unpack; remove_debug; imports_append],94e8235adb8682609c635613b383ce0ee43c2bbfb48741cfc7fc837d9bd2266e
0.9964196981034029,5.392964993990385,5,1,0,[section_rename; upx_unpack; remove_debug; imports_append; section_rename],94e8235adb8682609c635613b383ce0ee43c2bbfb48741cfc7fc837d9bd2266e
0.9967267520380837,4.735924353966346,6,1,0,[section_rename],94e8235adb8682609c635613b383ce0ee43c2bbfb48741cfc7fc837d9bd2266e
0.9956769326185669,4.1898662860576925,7,1,0,[section_rename; section_rename],94e8235adb8682609c635613b383ce0ee43c2bbfb48741cfc7fc837d9bd2266e
0.9956769326185669,4.589866286057692,8,1,0,[section_rename; section_rename; remove_debug],94e8235adb8682609c635613b383ce0ee43c2bbfb48741cfc7fc837d9bd2266e
0.9957483088797736,3.7438786433293267,9,1,0,[section_rename; section_rename; remove_debug; section_rename],94e8235adb8682609c635613b383ce0ee43c2bbfb48741cfc7fc837d9bd2266e
0.9957483088797736,4.043878643329327,10,1,0,[section_rename; section_rename; remove_debug; section_rename; remove_debug],94e8235adb8682609c635613b383ce0ee43c2bbfb48741cfc7fc837d9bd2266e
0.9954580298061818,3.0,1,2,0,[upx_unpack],6bc16b4901409840d086884832e4a3b08801fd89ab8680208295fe726e1fd4b6
0.9954580298061818,3.5,2,2,0,[upx_unpack; overlay_append],6bc16b4901409840d086884832e4a3b08801fd89ab8680208295fe726e1fd4b6
0.9954580298061818,4.0,3,2,0,[upx_unpack; overlay_append; remove_debug],6bc16b4901409840d086884832e4a3b08801fd89ab8680208295fe726e1fd4b6
0.9954580298061818,4.5,4,2,0,[upx_unpack; overlay_append; remove_debug; remove_signature],6bc16b4901409840d086884832e4a3b08801fd89ab8680208295fe726e1fd4b6
0.9954580298061818,4.0,5,2,0,[upx_unpack; overlay_append; remove_debug; remove_signature; overlay_append],6bc16b4901409840d086884832e4a3b08801fd89ab8680208295fe726e1fd4b6
0.9954580298061818,3.0,6,2,0,[upx_unpack],6bc16b4901409840d086884832e4a3b08801fd89ab8680208295fe726e1fd4b6
0.9881401937747013,2.962444567627495,7,2,0,[upx_unpack; section_rename],6bc16b4901409840d086884832e4a3b08801fd89ab8680208295fe726e1fd4b6
0.9838008517479699,4.969720066518847,8,2,0,[remove_signature],6bc16b4901409840d086884832e4a3b08801fd89ab8680208295fe726e1fd4b6
0.9954580298061818,3.5,9,2,0,[remove_signature; upx_unpack],6bc16b4901409840d086884832e4a3b08801fd89ab8680208295fe726e1fd4b6
0.9954580298061818,3.2,10,2,0,[remove_signature; upx_unpack; upx_unpack],6bc16b4901409840d086884832e4a3b08801fd89ab8680208295fe726e1fd4b6
